I0,I1,I2
-10.7214,-6.0422,124.5731
-10.7356,-6.0455,124.5624
-10.7186,-6.0470,124.5579
-10.6918,-6.0331,124.5607
-10.6925,-6.0028,124.5768
-10.6986,-5.9777,124.5935
-10.7102,-5.9793,124.6073
-10.7843,-5.9893,124.6092
-10.9026,-6.0090,124.6000
-11.0064,-6.0408,124.5940
-11.0699,-6.0828,124.5920
-11.1154,-6.1161,124.5937
-11.1690,-6.1355,124.5980
-11.2170,-6.1433,124.6081
-11.2425,-6.1317,124.6165
-11.2423,-6.0987,124.6265
-11.2446,-6.0659,124.6433
-11.2673,-6.0481,124.6591
-11.3010,-6.0598,124.6638
-11.3252,-6.0743,124.6600
-11.3498,-6.0849,124.6546
-11.3809,-6.0802,124.6456
-11.4007,-6.0538,124.6422
-11.4032,-6.0109,124.6497
-11.4052,-5.9640,124.6647
-11.4016,-5.9374,124.6747
-11.3926,-5.9446,124.6780
-11.3974,-5.9752,124.6809
-11.4384,-6.0017,124.6755
-11.4845,-6.0211,124.6655
-11.5111,-6.0266,124.6659
-11.5189,-6.0232,124.6795
-11.5230,-6.0195,124.6919
-11.5277,-6.0108,124.6996
-11.5342,-6.0001,124.7036
-11.5459,-5.9939,124.7046
-11.5631,-5.9906,124.7105
-11.5733,-6.0010,124.7178
-11.5780,-6.0129,124.7224
-11.5680,-6.0122,124.7237
-11.5317,-5.9942,124.7315
-11.4829,-5.9694,124.7417
-11.4444,-5.9573,124.7506
-11.4114,-5.9627,124.7533
-11.3709,-5.9752,124.7576
-11.3236,-5.9849,124.7633
-11.2830,-5.9834,124.7713
-11.2608,-5.9657,124.7759
-11.2754,-5.9480,124.7881
-11.3088,-5.9400,124.7907
-11.3086,-5.9509,124.7839
-11.2767,-5.9654,124.7782
-11.2400,-5.9588,124.7748
-11.2269,-5.9438,124.7856
-11.2376,-5.9374,124.7935
-11.2453,-5.9443,124.7915
-11.2477,-5.9519,124.7914
-11.2651,-5.9619,124.7964
-11.3089,-5.9732,124.8015
-11.3491,-5.9964,124.8035
-11.3476,-6.0114,124.8085
-11.3096,-6.0081,124.8186
-11.2611,-5.9846,124.8311
-11.2305,-5.9556,124.8425
-11.2058,-5.9333,124.8442
-11.1775,-5.9315,124.8456
-11.1448,-5.9437,124.8411
-11.1010,-5.9556,124.8334
-11.0268,-5.9648,124.8343
-10.9289,-5.9754,124.8390
-10.8459,-5.9847,124.8488
-10.7510,-5.9701,124.8658
-10.6384,-5.9486,124.8825
-10.5247,-5.9369,124.8945
-10.4445,-5.9348,124.9003
-10.4499,-5.9315,124.8941
-10.4718,-5.9193,124.8836
-10.4413,-5.9219,124.8812
-10.3826,-5.9167,124.8941
-10.3478,-5.9029,124.9170
-10.3508,-5.8906,124.9435
-10.3763,-5.8806,124.9693
-10.4061,-5.8683,124.9849
-10.4146,-5.8588,124.9924
-10.4110,-5.8485,124.9889
-10.4124,-5.8459,124.9712
-10.4126,-5.8391,124.9558
-10.4162,-5.8404,124.9467
-10.4034,-5.8471,124.9398
-10.3764,-5.8461,124.9374
-10.3483,-5.8297,124.9397
-10.3215,-5.8144,124.9408
-10.2941,-5.8050,124.9369
-10.2602,-5.7988,124.9280
-10.2009,-5.7938,124.9322
-10.0889,-5.7862,124.9575
-9.9297,-5.7699,125.0048
-9.7493,-5.7439,125.0491
-9.5608,-5.7101,125.0885
-9.3273,-5.6721,125.1244
-8.9928,-5.6443,125.1551
-8.5333,-5.6095,125.1849
-8.0266,-5.5948,125.2228
-7.4664,-5.6451,125.2883
-6.8225,-5.7084,125.3534
-6.0852,-5.7923,125.3970
-5.2892,-5.8539,125.4329
-4.5376,-5.8771,125.4641
-3.6649,-5.8812,125.4925
-2.3018,-5.8661,125.5530
-0.5317,-5.8459,125.6241
1.3131,-5.7824,125.6850
2.9826,-5.6677,125.7689
4.4084,-5.5428,125.8737
5.6153,-5.4389,125.9635
6.6197,-5.3363,125.9972
7.4676,-5.2356,125.9850
8.1774,-5.1494,125.9727
8.6616,-5.0954,125.9756
8.8817,-5.0798,125.9702
8.8828,-5.0898,125.9512
8.8105,-5.0995,125.9456
8.7259,-5.1034,125.9653
8.5582,-5.0870,125.9969
8.3006,-5.0728,126.0149
8.0124,-5.0685,126.0147
7.7393,-5.0632,126.0075
7.4853,-5.0502,126.0079
7.2154,-5.0418,126.0186
6.9113,-5.0395,126.0270
6.5586,-5.0344,126.0294
6.1068,-5.0258,126.0262
5.5565,-5.0027,126.0148
4.8951,-4.9709,126.0053
4.1351,-4.9486,125.9897
3.3036,-4.9263,125.9730
2.4046,-4.9114,125.9398
1.4454,-4.9009,125.8910
0.4489,-4.8824,125.8265
-0.5704,-4.8527,125.7478
-1.5794,-4.8416,125.6750
-2.5157,-4.8782,125.5870
-3.3463,-4.9345,125.4827
-4.1280,-4.9475,125.3753
-4.9086,-4.9404,125.2702
-5.6796,-4.9419,125.1822
-6.4419,-4.9598,125.0980
-7.1678,-4.9681,125.0250
-7.8713,-4.9294,124.9470
-8.5499,-4.8716,124.8782
-9.2101,-4.8078,124.8329
-9.9339,-4.7368,124.7821
-10.7737,-4.6803,124.6826
-11.6958,-4.6696,124.5423
-12.6092,-4.6965,124.3958
-13.4386,-4.7364,124.2429
-14.1888,-4.7541,124.0345
-14.8388,-4.7476,123.8073
-15.3629,-4.7221,123.6136
-15.7684,-4.6963,123.4870
-16.1567,-4.6675,123.4228
-16.7522,-4.6552,123.3685
-17.4784,-4.6688,123.3025
-18.1030,-4.7284,123.2262
-18.5191,-4.7689,123.1614
-18.7816,-4.7549,123.1028
-18.9059,-4.7228,123.0547
-18.8613,-4.6875,123.0383
-18.6835,-4.6341,123.0585
-18.4745,-4.5627,123.1014
-18.2410,-4.5027,123.1567
-17.9207,-4.4459,123.2415
-17.4455,-4.3923,123.3655
-16.7068,-4.3780,123.5488
-15.6149,-4.2989,123.8244
-14.3040,-4.0638,124.1437
-12.8346,-3.7714,124.4036
-10.9795,-3.5226,124.5709
-8.7046,-3.3618,124.7550
-6.1132,-3.2982,125.0051
-3.3505,-3.4059,125.2448
-0.6780,-3.6721,125.4148
1.7031,-3.9596,125.5372
3.7042,-4.2305,125.6776
5.2716,-4.5435,125.7426
6.4777,-4.9492,125.7391
7.5450,-5.3764,125.6947
8.5996,-5.7126,125.6118
9.4800,-5.9557,125.5204
10.0616,-6.1338,125.4381
10.4978,-6.2554,125.3597
10.8857,-6.3766,125.3023
11.2138,-6.5209,125.2528
11.4439,-6.6487,125.2229
11.4886,-6.7335,125.2228
11.3057,-6.7467,125.2546
10.8378,-6.6604,125.3236
9.9559,-6.4892,125.3996
8.5463,-6.3234,125.4350
6.5601,-6.2188,125.3683
4.2385,-6.1939,125.2337
1.7336,-6.2260,125.0922
-0.8263,-6.3066,124.9212
-3.2992,-6.4087,124.7208
-5.6805,-6.4724,124.5220
-8.0241,-6.5002,124.3847
-10.2251,-6.4802,124.2669
-12.1139,-6.4160,124.1261
-13.6256,-6.3667,123.9571
-14.8060,-6.3372,123.7740
-15.7746,-6.3104,123.6259
-16.4974,-6.2859,123.4929
-16.9137,-6.2350,123.3962
-17.0161,-6.1489,123.3421
-16.8430,-6.0198,123.3370
-16.4492,-5.8798,123.3818
-15.8284,-5.7422,123.5069
-14.9936,-5.6509,123.6363
-14.1141,-5.7059,123.6565
-13.1096,-5.7686,123.6794
-11.9062,-5.7724,123.7341
-10.5553,-5.7560,123.8458
-9.1814,-5.7527,124.0085
-7.9363,-5.7206,124.1894
-6.9164,-5.5955,124.3700
-6.1316,-5.4031,124.5005
-5.4957,-5.2686,124.5707
-4.9479,-5.2267,124.6155
-4.5365,-5.2405,124.6296
-4.3386,-5.2954,124.6094
-4.3520,-5.3700,124.5752
-4.4677,-5.4195,124.5392
-4.5730,-5.4371,124.5287
-4.6335,-5.4392,124.5490
-4.6504,-5.4497,124.5734
-4.6665,-5.4611,124.5954
-4.7626,-5.4666,124.6156
-4.9256,-5.4852,124.6123
-5.0487,-5.5206,124.5923
-5.0942,-5.5414,124.5877
-5.1604,-5.5393,124.5893
-5.2646,-5.5348,124.5626
-5.3435,-5.5522,124.5170
-5.3309,-5.5927,124.4748
-5.2164,-5.6412,124.4384
-5.0876,-5.6816,124.4237
-5.0569,-5.7015,124.4244
-5.1402,-5.7128,124.4362
-5.2767,-5.7200,124.4469
-5.4059,-5.7507,124.4403
-5.5031,-5.8098,124.4035
-5.5681,-5.8738,124.3701
-5.6345,-5.9136,124.3613
-5.7091,-5.9415,124.3804
-5.7723,-5.9780,124.4105
-5.8444,-6.0274,124.4193
-5.9746,-6.0947,124.3891
-6.1205,-6.1842,124.3335
-6.2067,-6.2730,124.2873
-6.2328,-6.3357,124.2579
-6.1832,-6.3698,124.2457
-6.0815,-6.3814,124.2616
-6.0014,-6.3446,124.3117
-5.9782,-6.2739,124.3728
-6.0207,-6.2166,124.4263
-6.0910,-6.1868,124.4521
-6.1484,-6.1934,124.4569
-6.1895,-6.2178,124.4585
-6.2200,-6.2404,124.4595
-6.2658,-6.2599,124.4576
-6.3050,-6.2698,124.4500
-6.3015,-6.2865,124.4365
-6.2741,-6.3274,124.4085
-6.2358,-6.3841,124.3707
-6.1925,-6.4447,124.3378
-6.1732,-6.4964,124.3176
-6.1791,-6.5318,124.3136
-6.1883,-6.5483,124.3290
-6.2025,-6.5406,124.3704
-6.2404,-6.5126,124.4193
-6.2837,-6.4971,124.4639
-6.3145,-6.5040,124.4947
-6.3344,-6.5113,124.5140
-6.3548,-6.5090,124.5257
-6.3655,-6.5167,124.5305
-6.3530,-6.5452,124.5242
-6.3214,-6.5876,124.5107
-6.2854,-6.6291,124.4961
-6.2733,-6.6506,124.4920
-6.3045,-6.6592,124.4961
-6.3605,-6.6594,124.5028
-6.3979,-6.6417,124.5195
-6.3968,-6.6099,124.5449
-6.3910,-6.5831,124.5636
-6.3963,-6.5792,124.5646
-6.3853,-6.6068,124.5494
-6.3444,-6.6498,124.5294
-6.2964,-6.6875,124.5120
-6.2685,-6.7027,124.5074
-6.2657,-6.6998,124.5199
-6.2919,-6.6829,124.5430
-6.3266,-6.6707,124.5643
-6.3504,-6.6754,124.5815
-6.3617,-6.6871,124.5939
-6.3821,-6.6909,124.6078
-6.4218,-6.6891,124.6074
-6.4589,-6.6981,124.5971
-6.4605,-6.7089,124.5840
-6.4380,-6.7144,124.5831
-6.4004,-6.7169,124.5746
-6.3310,-6.7217,124.5562
-6.2146,-6.7206,124.5334
-6.1053,-6.7214,124.5209
-6.0649,-6.7225,124.5142
-6.1082,-6.7061,124.5122
-6.1622,-6.6845,124.5135
-6.1634,-6.6876,124.5296
-6.1467,-6.6932,124.5532
-6.1523,-6.6943,124.5690
-6.1906,-6.7055,124.5761
-6.2262,-6.7333,124.5796
-6.2308,-6.7634,124.5849
-6.2584,-6.7781,124.5941
-6.3093,-6.7691,124.5961
-6.3382,-6.7694,124.6054
-6.3344,-6.7856,124.6039
-6.3190,-6.8132,124.5913
-6.2971,-6.8358,124.5636
-6.2325,-6.8442,124.5328
-6.1549,-6.8436,124.5159
-6.1124,-6.8368,124.5046
-6.0897,-6.8363,124.4972
-6.0858,-6.8444,124.4999
-6.1369,-6.8492,124.5037
-6.2390,-6.8465,124.5020
-6.3182,-6.8497,124.4967
-6.3481,-6.8566,124.5020
-6.3474,-6.8470,124.5092
-6.3213,-6.8396,124.5141
-6.2646,-6.8505,124.5201
-6.2200,-6.8642,124.5277
-6.2461,-6.8660,124.5325
-6.3212,-6.8713,124.5295
-6.3837,-6.8714,124.5222
-6.4398,-6.8667,124.5263
-6.4938,-6.8532,124.5265
-6.5228,-6.8398,124.5254
-6.5153,-6.8282,124.5216
-6.4662,-6.8187,124.5185
-6.4042,-6.8046,124.5133
-6.3390,-6.7775,124.5063
-6.2973,-6.7386,124.5017
-6.3310,-6.6789,124.5124
-6.4430,-6.6137,124.5331
-6.5916,-6.5826,124.5468
-6.7398,-6.5771,124.5354
-6.8599,-6.5816,124.5218
-6.9546,-6.5690,124.5258
-7.0125,-6.5416,124.5389
-7.0145,-6.5198,124.5539
-6.9950,-6.5022,124.5749
-6.9881,-6.4788,124.5902
-7.0068,-6.4541,124.5966
-7.0345,-6.4451,124.5894
-7.0629,-6.4455,124.5733
-7.0910,-6.4414,124.5568
-7.1038,-6.4289,124.5415
-7.0881,-6.4160,124.5337
-7.0700,-6.4030,124.5398
-7.0949,-6.3950,124.5454
-7.1650,-6.3924,124.5352
-7.2288,-6.3948,124.5213
-7.2125,-6.3962,124.5075
-7.1237,-6.3974,124.4986
-7.0574,-6.4030,124.4849
-7.0850,-6.4229,124.4616
-7.1749,-6.4554,124.4304
-7.2485,-6.4774,124.4117
-7.2777,-6.4775,124.4007
-7.2849,-6.4584,124.4020
-7.2981,-6.4288,124.4145
-7.3047,-6.3934,124.4367
-7.3141,-6.3660,124.4642
-7.3561,-6.3413,124.4927
-7.4117,-6.2809,124.5270
-7.4335,-6.1949,124.5705
-7.4007,-6.1122,124.6160
-7.3214,-6.0304,124.6620
-7.2361,-5.9349,124.7046
-7.1695,-5.8387,124.7371
-7.1155,-5.7608,124.7649
-7.0651,-5.7118,124.7864
-7.0044,-5.6949,124.7902
-6.9327,-5.6877,124.7836
-6.8634,-5.6664,124.7922
-6.8032,-5.6256,124.8164
-6.7174,-5.5828,124.8489
-6.5760,-5.5389,124.8872
-6.3927,-5.4907,124.9349
-6.2229,-5.4280,124.9835
-6.0978,-5.3592,125.0198
-5.9868,-5.3009,125.0556
-5.8847,-5.2637,125.0867
-5.7901,-5.2658,125.0942
-5.6801,-5.3091,125.0704
-5.5742,-5.3722,125.0428
-5.5417,-5.4366,125.0073
-5.5599,-5.4736,124.9489
-5.5642,-5.4843,124.8905
-5.5477,-5.4680,124.8482
-5.4727,-5.4153,124.8341
-5.3637,-5.3442,124.8334
-5.2857,-5.2554,124.8388
-5.2394,-5.1605,124.8627
-5.1877,-5.1156,124.8816
-5.1393,-5.0852,124.9030
-5.1315,-5.0296,124.9303
-5.1712,-4.9441,124.9788
-5.1806,-4.8550,125.0404
-5.0769,-4.7843,125.1176
-4.8549,-4.7391,125.2011
-4.5555,-4.7420,125.2678
-4.2231,-4.7986,125.2987
-3.8987,-4.8918,125.2752
-3.4801,-4.9958,125.2474
-2.7679,-5.1373,125.2873
-1.7481,-5.3450,125.3901
-0.5172,-5.4539,125.3633
0.8012,-5.4913,125.3319
2.0680,-5.5455,125.3449
3.2132,-5.5602,125.3907
4.2080,-5.4706,125.4909
5.0030,-5.2815,125.6629
5.6148,-5.1528,126.0093
6.0115,-5.1160,126.3177
6.5536,-5.1351,126.4646
6.8746,-5.1140,126.6224
6.4984,-5.0704,126.7575
5.8254,-5.0658,126.7848
5.1410,-5.0392,126.7114
4.4629,-4.9460,126.5879
3.7935,-4.7446,126.5213
3.1502,-4.5333,126.5474
2.5149,-4.4527,126.6525
1.7543,-4.4936,126.7460
0.8975,-4.6483,126.7743
0.2389,-4.8933,126.8138
-0.1263,-5.1637,126.9794
-0.2431,-5.3640,127.2827
-0.3210,-5.4311,127.5241
-0.3955,-5.3173,127.6410
-0.2575,-5.1323,127.6854
0.1561,-4.8355,127.7042
0.7621,-4.3907,127.6629
1.4992,-3.7200,127.5969
2.3175,-2.6331,127.6231
3.2500,-1.1705,127.9362
4.1706,0.4771,128.5236
5.1085,1.8658,129.2019
6.4502,2.6927,129.7628
7.8573,3.0831,130.1309
7.6886,4.1144,130.7800
6.4883,8.0311,133.0822
6.3499,9.5769,134.8092
5.5639,8.5149,135.7880
5.9432,7.0107,135.8407
6.4225,6.7827,136.2066
7.0707,7.1407,136.7409
7.8868,7.9289,137.3306
8.9985,8.6098,138.1538
10.0109,9.0968,139.2314
10.7129,9.5400,140.4963
11.0018,9.7127,142.1006
11.5524,10.3488,143.5971
13.3009,12.1509,144.5926
16.7962,15.2036,145.1316
21.2119,19.0942,145.5517
25.9091,23.5811,146.1781
31.3372,28.9746,147.4350
37.7682,34.9958,149.2186
44.7527,41.3821,151.1602
52.1671,48.1979,153.4836
60.4051,55.5009,156.7072
71.8119,62.1334,163.3341
89.2332,65.9399,176.1840
108.2512,65.7747,-168.9407
121.8858,64.8748,-158.9558
130.5328,64.3113,-152.9468
135.4989,64.5525,-150.0903
138.4208,65.6160,-149.0946
140.0553,67.4293,-148.9539
138.7901,69.5404,-150.9859
130.3257,71.2564,-159.2585
111.0579,71.3767,-177.0117
88.6025,68.1562,163.4711
72.4800,61.9297,151.5901
61.3500,54.4092,145.4717
52.9928,46.2651,142.4655
46.1341,37.6786,141.3568
40.3547,28.9620,141.5781
35.6961,20.3417,142.6273
32.2192,12.0067,144.0306
28.9627,3.9730,145.6156
26.0909,-3.9752,147.8134
23.4004,-11.1290,150.7294
20.7852,-15.7989,154.0105
19.2924,-17.1595,156.5282
19.1860,-15.6447,157.2927
20.9604,-12.2476,156.0020
24.1407,-8.2884,153.3942
27.9185,-4.6782,150.1943
31.4042,-2.0306,146.8447
34.4922,-0.1138,143.5787
37.5797,1.6809,140.5979
41.0073,4.5887,138.0440
44.9020,10.0034,136.0277
49.6835,17.8592,135.7507
55.2636,26.1078,136.8788
61.2141,34.1836,139.0275
67.7331,42.1412,142.6749
75.0338,49.7290,148.3607
82.9315,56.7547,156.8294
93.0056,62.9691,169.1868
106.1801,67.9718,-174.2073
120.2545,71.3279,-156.0414
132.8794,72.7907,-139.0863
140.8919,73.4864,-126.6209
143.9599,74.2075,-118.8999
142.3131,75.4745,-115.9036
132.4665,77.4008,-121.3535
108.8454,78.9164,-141.1809
75.1951,77.2301,-172.4240
57.2918,71.6141,171.8327
49.5278,64.1902,166.4291
45.0436,56.2477,164.2873
41.9030,48.2486,163.3063
39.6689,39.3594,163.2495
37.9618,30.9524,163.8316
36.0828,22.5196,164.7553
34.5288,14.1859,165.9149
34.3708,6.0486,167.0505
35.5657,-1.5943,167.5314
37.8026,-7.4474,167.0719
41.1865,-9.1828,165.8376
45.2346,-5.9522,163.5325
49.9178,0.7103,162.1678
55.4761,8.6534,163.0857
61.1820,16.5730,165.0844
66.7893,24.2545,168.0174
72.8655,31.6676,172.0915
80.1308,38.7794,177.7170
88.6981,45.2878,-174.6811
98.7654,50.8495,-164.6450
110.6108,55.1159,-151.8349
124.4279,57.6492,-136.4447
139.7147,58.0321,-119.7219
154.7680,56.1271,-103.7892
165.5636,53.0687,-91.5994
169.7988,51.8427,-86.1748
169.3581,53.1733,-86.2375
165.9044,55.7122,-89.8718
161.1736,57.9972,-95.0915
156.5726,59.5207,-99.7411
152.4903,60.6018,-102.8414
147.7389,61.9665,-105.4869
139.8267,63.7025,-110.4428
126.0559,64.9441,-120.8307
106.8661,63.9902,-136.5452
88.8601,59.5977,-150.7547
75.0753,53.2238,-160.2114
64.4572,45.6961,-166.1357
56.0494,37.4467,-169.4749
49.1208,28.9291,-171.0117
43.6552,20.4613,-171.4479
38.9947,12.7245,-171.6135
35.3437,5.6842,-171.2361
32.4549,-0.8625,-170.4635
29.7735,-6.6641,-169.7783
27.3523,-11.2642,-169.7477
25.4546,-14.7558,-170.4243
23.9871,-17.9365,-171.2680
23.0384,-21.2651,-171.8974
22.9972,-24.6691,-172.2585
23.9320,-27.8151,-172.5022
25.9704,-30.3671,-173.0115
28.9627,-32.0355,-174.1966
33.0947,-32.3043,-176.3833
38.7637,-30.8461,-179.3600
45.5163,-27.2539,177.4415
52.4020,-21.2606,175.0454
58.3685,-14.2247,174.6934
63.8440,-6.6511,176.2887
69.4253,0.9465,179.3731
75.1006,8.1805,-176.7040
80.7029,15.0227,-171.9769
86.6790,21.4357,-166.3334
93.2170,27.3443,-159.6112
100.5397,32.5631,-151.6858
108.8823,36.8373,-142.4886
118.1389,39.9205,-132.0798
127.5418,41.5148,-121.4312
135.2731,41.8462,-113.1588
139.7227,42.1661,-108.9958
140.6044,42.9929,-108.7857
137.8074,44.2416,-112.3122
131.4241,45.4828,-119.1325
122.4679,46.1180,-127.7011
112.1079,45.7421,-136.2290
102.1085,44.4680,-143.1542
94.3949,43.0539,-147.8100
87.6158,41.8062,-151.3974
80.6199,40.2585,-154.6267
73.2305,38.1639,-157.8329
65.1549,35.3571,-161.6230
56.8443,31.6262,-165.9344
48.6416,26.7400,-170.1121
41.2066,20.6911,-172.9614
34.6658,13.6296,-173.8879
28.5920,6.0622,-173.1243
22.5764,-1.5619,-171.0660
16.4245,-8.8589,-168.0544
10.8409,-14.8909,-164.5595
6.8109,-18.8925,-161.8623
4.4751,-21.1130,-160.8724
3.5238,-22.1977,-161.5336
3.6168,-22.7823,-163.1430
4.2952,-23.3724,-164.7909
5.1954,-24.2514,-165.7069
6.2834,-25.2152,-165.7494
7.7376,-26.1468,-165.0151
10.1466,-26.9099,-163.8529
13.7307,-27.3953,-162.5613
18.9447,-27.1712,-161.8377
25.2094,-25.4649,-162.4284
31.8527,-21.3311,-164.1954
38.3079,-14.3089,-166.1363
44.1748,-6.0576,-166.7250
49.9205,2.1565,-166.3968
55.8881,10.2644,-165.2197
62.3240,18.2153,-163.1220
69.1225,25.4851,-160.8820
75.8248,30.8726,-158.5415
81.9465,34.3078,-156.0509
87.5852,37.1031,-153.1515
93.0489,40.1739,-149.5505
98.1243,43.4295,-145.3793
102.8729,46.4393,-140.9816
107.5409,49.0815,-136.3400
111.7344,51.2684,-131.9307
114.1059,53.0422,-128.9529
113.1471,54.3780,-128.9454
109.2138,55.0874,-131.4084
102.5794,55.2381,-135.6849
94.1075,54.7037,-140.9185
84.8805,53.6175,-146.1630
75.3848,52.0412,-150.8817
66.2675,49.7994,-154.9915
57.6422,46.2277,-158.5874
49.7663,41.2240,-161.2705
42.5623,35.2856,-162.9313
35.8051,29.1409,-163.8877
29.4413,23.4213,-164.2804
23.4044,18.1985,-164.3037
17.9463,12.9325,-164.2278
13.3746,6.9439,-163.7276
9.4295,0.5634,-162.4880
6.2160,-5.3243,-161.1742
3.8623,-10.2243,-160.6691
2.4005,-14.1582,-161.3109
1.6372,-17.6012,-162.7982
1.4460,-21.0680,-164.5812
1.6637,-24.8799,-166.0428
2.3966,-28.8135,-167.0234
4.1335,-32.3561,-167.9754
6.8370,-35.0292,-169.4383
11.2224,-36.4542,-171.9124
17.6332,-36.3231,-175.4314
25.4055,-34.6002,-179.8741
33.8999,-30.9634,175.3260
41.7454,-25.5609,171.3444
48.4885,-18.9862,169.0830
54.3085,-11.6004,168.5444
58.6892,-3.6556,169.5936
62.0293,4.5714,171.8250
64.8902,12.7070,174.5821
67.5328,20.6868,177.8851
70.3638,28.2024,-178.0420
73.6973,35.1380,-173.0227
77.6529,41.3517,-167.0058
80.8513,46.5837,-161.4186
80.4971,50.3933,-158.5946
75.3407,51.6380,-159.9873
66.8533,50.1235,-164.6724
57.0803,46.0074,-170.4778
48.3361,40.3327,-174.5590
40.8813,33.8257,-176.7966
34.1598,26.8155,-177.7322
28.0618,19.6697,-177.7532
22.6476,12.2510,-176.4477
16.8798,4.9227,-174.3036
10.8893,-2.0173,-171.8871
4.6546,-8.5781,-169.0007
-0.8730,-14.7405,-164.9719
-3.5115,-19.4096,-161.1660
-3.8916,-21.8949,-159.3974
-3.2257,-23.1144,-159.9362
-1.3562,-23.4402,-162.2985
2.0368,-22.9321,-165.8677
6.1935,-21.7289,-169.9332
10.9195,-20.1422,-174.3005
16.6813,-18.1932,-178.7333
22.9388,-15.5164,177.2313
29.3949,-11.6364,173.9915
35.6427,-6.2399,171.8445
41.5168,0.7399,171.0606
47.2672,8.5984,171.5628
53.0971,16.6581,172.6616
58.9926,24.8079,174.4742
65.1045,32.7193,177.4186
71.6292,39.9733,-178.0395
77.8495,46.3196,-171.5943
83.1584,51.4025,-163.2765
87.3627,55.1941,-155.3631
89.6629,57.6668,-149.8169
89.3446,59.1455,-146.9362
83.2807,60.1627,-148.5886
72.3883,60.0680,-154.4834
60.3547,58.7975,-161.6620
48.4236,56.8121,-168.7722
36.8738,53.9744,-175.5010
26.0620,49.9267,178.5358
16.1984,44.7362,173.5160
7.7845,38.9750,170.0752
0.7672,32.8336,168.5266
-4.9943,26.6613,169.1333
-9.7358,20.7711,171.6386
-13.2146,15.7833,174.0799
-14.9025,12.9446,174.5896
-14.5307,11.4043,172.7675
-13.0292,10.2845,169.6437
-10.3260,8.8631,166.2914
-6.9706,6.8902,163.2308
-2.6518,4.0728,160.4232
2.9684,0.8467,158.0441
8.9969,-1.6239,156.4477
15.0674,-2.4350,155.3293
21.0972,-0.8278,154.1460
26.9702,3.6901,152.8458
32.6919,10.5180,152.2974
38.0732,18.2051,152.1536
42.0457,26.3267,152.1179
44.4314,34.3162,152.7367
45.1788,41.5213,154.6856
45.3707,47.6308,158.2509
43.9226,52.0903,161.3519
40.6943,55.7024,163.9081
36.2642,58.5572,165.7834
31.5151,59.9104,167.2555
26.5386,59.3171,168.4568
21.2803,56.8078,169.3782
16.9435,53.1789,171.5238
13.6934,49.4956,175.0294
10.7976,46.8806,178.2893
7.2858,45.9797,179.8344
2.6424,45.7020,178.8131
-1.8010,44.3621,176.7982
-5.4058,41.7721,174.8683
-8.0836,38.3124,173.3002
-10.0232,34.3478,171.8785
-11.6426,30.2710,170.2618
-12.6704,26.1413,168.5279
-12.7524,22.0043,166.6935
-11.5500,18.0279,164.9700
-8.6294,14.4893,163.5511
-4.0967,12.0497,161.8373
1.4074,11.4682,159.1852
6.7040,13.4616,155.7107
11.6143,17.8425,151.9651
16.1459,24.0842,148.4061
20.4783,31.2957,145.3851
24.7067,38.6863,142.7719
28.8647,46.2411,140.4071
33.2878,53.8886,138.5924
38.8946,61.2770,138.7074
46.7797,68.2559,142.0564
59.7934,74.5102,151.7184
80.2796,78.3211,170.8735
92.6647,79.6401,-176.2567
85.1199,80.2612,178.0899
56.3115,79.4286,152.1023
31.9354,75.5933,132.3753
20.1960,70.2744,126.3252
13.7542,64.3842,125.9499
8.8162,58.2613,127.3495
4.5612,52.0339,129.7085
0.4341,45.8771,132.4390
-3.4632,39.8589,135.7430
-6.9817,34.0422,139.9938
-10.3526,28.5021,145.0136
-13.2121,23.3445,150.9193
-15.6438,18.9257,156.8213
-17.8740,15.7788,160.9519
-20.0384,13.3046,162.6167
-21.6353,10.7860,162.7992
-22.4224,7.8467,162.2711
-22.0445,4.5435,161.2462
-21.3127,1.1157,160.0013
-19.6147,-2.1432,158.8252
-16.8458,-4.9035,157.8036
-12.6577,-6.6944,156.5159
-6.9728,-6.5321,153.6778
-0.8607,-3.5175,149.0788
4.6790,2.3331,143.9339
9.1337,8.8871,139.1582
12.2562,15.6126,135.2364
14.5011,22.3862,132.1988
16.9353,29.1906,130.0099
19.7021,35.9576,128.8839
21.6916,42.6569,128.5468
22.8474,49.3674,128.3798
23.9383,56.1599,128.0650
26.5258,62.8318,128.5638
32.7756,69.1438,131.8195
43.4136,74.9169,140.2396
55.0858,78.5072,151.5312
49.7413,78.6307,146.9018
32.8194,75.4357,131.6971
20.7630,70.5161,122.9927
12.9120,65.1453,118.9856
8.1226,59.5425,117.5415
4.4520,53.8306,117.6985
1.0172,48.0539,119.0363
-2.2032,42.1970,121.5293
-5.2381,36.3859,124.9005
-8.0280,30.6758,128.7034
-11.4090,25.0752,132.6774
-15.3135,19.6529,136.7602
-19.1795,14.4340,140.7981
-22.5931,9.5442,144.7736
-25.1539,5.6572,148.1038
-26.7803,2.7810,150.7543
-27.4600,0.5824,153.1268
-26.7866,-1.0215,155.4078
-24.4942,-2.1008,157.6191
-20.8415,-2.7482,159.1535
-17.3549,-2.7218,159.7691
-13.8812,-2.4010,160.0909
-10.4254,-1.8113,160.1281
-6.9168,-0.8925,159.7386
-3.0840,0.4341,158.7495
1.4347,2.2838,156.9421
6.6840,4.8405,154.3549
12.4332,8.3603,151.2073
17.9856,13.0385,147.9765
